,grid_id,geometry
7191,7191,"POLYGON ((30.73439731359773 60.011179474806205, 30.735386006341805 60.01993307868651, 30.75287401376795 60.01943689022899, 30.751880718683353 60.01068346055667, 30.73439731359773 60.011179474806205))"
7192,7192,"POLYGON ((30.735386006341805 60.01993307868651, 30.7363753092123 60.02868666102212, 30.753867921798104 60.02819029826473, 30.75287401376795 60.01943689022899, 30.735386006341805 60.01993307868651))"
7193,7193,"POLYGON ((30.7363753092123 60.02868666102212, 30.737365222738696 60.0374402218064, 30.754862443305708 60.036943684657224, 30.753867921798104 60.02819029826473, 30.7363753092123 60.02868666102212))"
7194,7194,"POLYGON ((30.737365222738696 60.0374402218064, 30.738355747451106 60.046193761032825, 30.755857578823296 60.04569704939979, 30.754862443305708 60.036943684657224, 30.737365222738696 60.0374402218064))"
7195,7195,"POLYGON ((30.738355747451106 60.046193761032825, 30.739346883880263 60.05494727869477, 30.756853328884016 60.0544503924858, 30.755857578823296 60.04569704939979, 30.738355747451106 60.046193761032825))"
7196,7196,"POLYGON ((30.739346883880263 60.05494727869477, 30.740338632557496 60.06370077478563, 30.75784969402165 60.06320371390852, 30.756853328884016 60.0544503924858, 30.739346883880263 60.05494727869477))"
7197,7197,"POLYGON ((30.740338632557496 60.06370077478563, 30.741330994014774 60.07245424929879, 30.7588466747706 60.071957013661276, 30.75784969402165 60.06320371390852, 30.740338632557496 60.06370077478563))"
7198,7198,"POLYGON ((30.741330994014774 60.07245424929879, 30.742323968784692 60.08120770222765, 30.75984427166587 60.08071029173738, 30.7588466747706 60.071957013661276, 30.741330994014774 60.07245424929879))"
7199,7199,"POLYGON ((30.742323968784692 60.08120770222765, 30.743317557400466 60.0899611335656, 30.760842485243117 60.08946354813012, 30.75984427166587 60.08071029173738, 30.742323968784692 60.08120770222765))"
7200,7200,"POLYGON ((30.743317557400466 60.0899611335656, 30.744311760395913 60.09871454330593, 30.76184131603862 60.09821678283276, 30.760842485243117 60.08946354813012, 30.743317557400466 60.0899611335656))"
7201,7201,"POLYGON ((30.744311760395913 60.09871454330593, 30.7453065783055 60.10746793144209, 30.762840764589267 60.106969995838604, 30.76184131603862 60.09821678283276, 30.744311760395913 60.09871454330593))"
7202,7202,"POLYGON ((30.7453065783055 60.10746793144209, 30.746302011664294 60.116221297967336, 30.763840831432592 60.11572318714087, 30.762840764589267 60.106969995838604, 30.7453065783055 60.10746793144209))"
7203,7203,"POLYGON ((30.746302011664294 60.116221297967336, 30.747298061008017 60.12497464287506, 30.764841517106746 60.12447635673286, 30.763840831432592 60.11572318714087, 30.746302011664294 60.116221297967336))"
7204,7204,"POLYGON ((30.747298061008017 60.12497464287506, 30.748294726873 60.13372796615856, 30.765842822150514 60.13322950460777, 30.764841517106746 60.12447635673286, 30.747298061008017 60.12497464287506))"
7205,7205,"POLYGON ((30.748294726873 60.13372796615856, 30.749292009796207 60.14248126781116, 30.76684474710332 60.141982630758854, 30.765842822150514 60.13322950460777, 30.748294726873 60.13372796615856))"
7206,7206,"POLYGON ((30.749292009796207 60.14248126781116, 30.750289910315217 60.1512345478262, 30.767847292505206 60.15073573517937, 30.76684474710332 60.141982630758854, 30.749292009796207 60.14248126781116))"
7207,7207,"POLYGON ((30.750289910315217 60.1512345478262, 30.751288428968266 60.15998780619692, 30.76885045889685 60.15948881786248, 30.767847292505206 60.15073573517937, 30.750289910315217 60.1512345478262))"
7208,7208,"POLYGON ((30.751288428968266 60.15998780619692, 30.752287566294193 60.16874104291664, 30.769854246819563 60.16824187880142, 30.76885045889685 60.15948881786248, 30.751288428968266 60.15998780619692))"
7209,7209,"POLYGON ((30.752287566294193 60.16874104291664, 30.75328732283248 60.177494257978644, 30.7708586568153 60.17699491798938, 30.769854246819563 60.16824187880142, 30.752287566294193 60.16874104291664))"
7210,7210,"POLYGON ((30.75328732283248 60.177494257978644, 30.754287699123246 60.18624745137618, 30.77186368942663 60.18574793541955, 30.7708586568153 60.17699491798938, 30.75328732283248 60.177494257978644))"
7211,7211,"POLYGON ((30.754287699123246 60.18624745137618, 30.755288695707236 60.195000623102516, 30.772869345196785 60.19450093108511, 30.77186368942663 60.18574793541955, 30.754287699123246 60.18624745137618))"
7212,7212,"POLYGON ((30.755288695707236 60.195000623102516, 30.75629031312583 60.203753773150936, 30.77387562466962 60.20325390497925, 30.772869345196785 60.19450093108511, 30.755288695707236 60.195000623102516))"
7213,7213,"POLYGON ((30.75629031312583 60.203753773150936, 30.75729255192105 60.21250690151466, 30.774882528389618 60.212006857095076, 30.77387562466962 60.20325390497925, 30.75629031312583 60.203753773150936))"
7214,7214,"POLYGON ((30.75729255192105 60.21250690151466, 30.758295412635544 60.22126000818689, 30.77589005690192 60.22075978742578, 30.774882528389618 60.212006857095076, 30.75729255192105 60.21250690151466))"
7215,7215,"POLYGON ((30.758295412635544 60.22126000818689, 30.759298895812595 60.230013093160906, 30.776898210752286 60.229512695964495, 30.77589005690192 60.22075978742578, 30.758295412635544 60.22126000818689))"
7216,7216,"POLYGON ((30.759298895812595 60.230013093160906, 30.76030300199614 60.23876615642988, 30.77790699048714 60.23826558270437, 30.776898210752286 60.229512695964495, 30.759298895812595 60.230013093160906))"
7217,7217,"POLYGON ((30.76030300199614 60.23876615642988, 30.761307731730735 60.24751919798707, 30.77891639665353 60.24701844763849, 30.77790699048714 60.23826558270437, 30.76030300199614 60.23876615642988))"
7218,7218,"POLYGON ((30.761307731730735 60.24751919798707, 30.76231308556159 60.25627221782559, 30.779926429799154 60.25577129076, 30.77891639665353 60.24701844763849, 30.761307731730735 60.24751919798707))"
7219,7219,"POLYGON ((30.76231308556159 60.25627221782559, 30.763319064034555 60.265025215938685, 30.780937090472356 60.26452411206199, 30.779926429799154 60.25577129076, 30.76231308556159 60.25627221782559))"
7220,7220,"POLYGON ((30.763319064034555 60.265025215938685, 30.76432566769612 60.27377819231955, 30.781948379222115 60.273276911537536, 30.780937090472356 60.26452411206199, 30.763319064034555 60.265025215938685))"
7221,7221,"POLYGON ((30.696259103290117 59.511702415950246, 30.697218319984707 59.520457068196016, 30.714447836271535 59.51996839896458, 30.713484174512026 59.511213916604156, 30.696259103290117 59.511702415950246))"
7222,7222,"POLYGON ((30.697218319984707 59.520457068196016, 30.69817812030309 59.529211699169984, 30.715412084339917 59.528722859965384, 30.714447836271535 59.51996839896458, 30.697218319984707 59.520457068196016))"
7223,7223,"POLYGON ((30.69817812030309 59.529211699169984, 30.699138504743246 59.537966308865954, 30.71637691921742 59.53747729960031, 30.715412084339917 59.528722859965384, 30.69817812030309 59.529211699169984))"
7224,7224,"POLYGON ((30.699138504743246 59.537966308865954, 30.700099473803736 59.54672089727782, 30.71734234140487 59.54623171786318, 30.71637691921742 59.53747729960031, 30.699138504743246 59.537966308865954))"
7225,7225,"POLYGON ((30.700099473803736 59.54672089727782, 30.701061027983673 59.55547546439931, 30.71830835140366 59.554986114747635, 30.71734234140487 59.54623171786318, 30.700099473803736 59.54672089727782))"
7226,7226,"POLYGON ((30.701061027983673 59.55547546439931, 30.70202316778278 59.56423001022436, 30.719274949715768 59.563740490247504, 30.71830835140366 59.554986114747635, 30.701061027983673 59.55547546439931))"
7227,7227,"POLYGON ((30.70202316778278 59.56423001022436, 30.702985893701307 59.57298453474664, 30.72024213684374 59.572494844356456, 30.719274949715768 59.563740490247504, 30.70202316778278 59.56423001022436))"
7228,7228,"POLYGON ((30.702985893701307 59.57298453474664, 30.703949206240114 59.58173903796006, 30.72120991329071 59.58124917706827, 30.72024213684374 59.572494844356456, 30.702985893701307 59.57298453474664))"
7229,7229,"POLYGON ((30.703949206240114 59.58173903796006, 30.704913105900623 59.59049351985836, 30.722178279560392 59.59000348837663, 30.72120991329071 59.58124917706827, 30.703949206240114 59.58173903796006))"
7230,7230,"POLYGON ((30.704913105900623 59.59049351985836, 30.705877593184834 59.599247980435315, 30.723147236157054 59.59875777827522, 30.722178279560392 59.59000348837663, 30.704913105900623 59.59049351985836))"
7231,7231,"POLYGON ((30.705877593184834 59.599247980435315, 30.706842668595332 59.608002419684716, 30.72411678358558 59.607512046757755, 30.723147236157054 59.59875777827522, 30.705877593184834 59.599247980435315))"
7232,7232,"POLYGON ((30.706842668595332 59.608002419684716, 30.707808332635267 59.61675683760033, 30.725086922351405 59.61626629381794, 30.72411678358558 59.607512046757755, 30.706842668595332 59.608002419684716))"
7233,7233,"POLYGON ((30.707808332635267 59.61675683760033, 30.708774585808367 59.62551123417589, 30.72605765296056 59.62502051944942, 30.725086922351405 59.61626629381794, 30.707808332635267 59.61675683760033))"
7234,7234,"POLYGON ((30.708774585808367 59.62551123417589, 30.70974142861896 59.634265609405155, 30.727028975919655 59.63377472364588, 30.72605765296056 59.62502051944942, 30.708774585808367 59.62551123417589))"
7235,7235,"POLYGON ((30.70974142861896 59.634265609405155, 30.710708861571945 59.64301996328191, 30.728000891735892 59.64252890640101, 30.727028975919655 59.63377472364588, 30.70974142861896 59.634265609405155))"
7236,7236,"POLYGON ((30.710708861571945 59.64301996328191, 30.71167688517278 59.65177429579979, 30.728973400917035 59.65128306770841, 30.728000891735892 59.64252890640101, 30.710708861571945 59.64301996328191))"
7237,7237,"POLYGON ((30.71167688517278 59.65177429579979, 30.712645499927547 59.660528606952596, 30.72994650397146 59.66003720756177, 30.728973400917035 59.65128306770841, 30.71167688517278 59.65177429579979))"
7238,7238,"POLYGON ((30.712645499927547 59.660528606952596, 30.71361470634287 59.66928289673401, 30.730920201408107 59.66879132595473, 30.72994650397146 59.66003720756177, 30.712645499927547 59.660528606952596))"
7239,7239,"POLYGON ((30.71361470634287 59.66928289673401, 30.714584504925988 59.67803716513776, 30.731894493736515 59.67754542288087, 30.730920201408107 59.66879132595473, 30.71361470634287 59.66928289673401))"
7240,7240,"POLYGON ((30.714584504925988 59.67803716513776, 30.715554896184713 59.68679141215755, 30.732869381466816 59.686299498333845, 30.731894493736515 59.67754542288087, 30.714584504925988 59.67803716513776))"
7241,7241,"POLYGON ((30.715554896184713 59.68679141215755, 30.716525880627437 59.69554563778699, 30.733844865109702 59.69505355230726, 30.732869381466816 59.686299498333845, 30.715554896184713 59.68679141215755))"
7242,7242,"POLYGON ((30.716525880627437 59.69554563778699, 30.71749745876314 59.70429984201984, 30.734820945176487 59.70380758479471, 30.733844865109702 59.69505355230726, 30.716525880627437 59.69554563778699))"
7243,7243,"POLYGON ((30.71749745876314 59.70429984201984, 30.718469631101403 59.713054024849754, 30.735797622179064 59.7125615957898, 30.734820945176487 59.70380758479471, 30.71749745876314 59.70429984201984))"
7244,7244,"POLYGON ((30.718469631101403 59.713054024849754, 30.71944239815238 59.721808186270394, 30.736774896629903 59.72131558528611, 30.735797622179064 59.7125615957898, 30.718469631101403 59.713054024849754))"
7245,7245,"POLYGON ((30.71944239815238 59.721808186270394, 30.720415760426818 59.730562326275376, 30.737752769042086 59.7300695532772, 30.736774896629903 59.72131558528611, 30.71944239815238 59.721808186270394))"
7246,7246,"POLYGON ((30.720415760426818 59.730562326275376, 30.721389718436072 59.73931644485841, 30.73873123992928 59.73882349975668, 30.737752769042086 59.7300695532772, 30.720415760426818 59.730562326275376))"
7247,7247,"POLYGON ((30.721389718436072 59.73931644485841, 30.722364272692044 59.74807054201307, 30.739710309805734 59.74757742471805, 30.73873123992928 59.73882349975668, 30.721389718436072 59.73931644485841))"
7248,7248,"POLYGON ((30.722364272692044 59.74807054201307, 30.723339423707273 59.75682461773304, 30.74068997918631 59.75633132815491, 30.739710309805734 59.74757742471805, 30.722364272692044 59.74807054201307))"
7249,7249,"POLYGON ((30.723339423707273 59.75682461773304, 30.724315171994874 59.7655786720119, 30.741670248586452 59.76508521006078, 30.74068997918631 59.75633132815491, 30.723339423707273 59.75682461773304))"
7250,7250,"POLYGON ((30.724315171994874 59.7655786720119, 30.725291518068538 59.774332704843296, 30.742651118522208 59.77383907042918, 30.741670248586452 59.76508521006078, 30.724315171994874 59.7655786720119))"
7251,7251,"POLYGON ((30.725291518068538 59.774332704843296, 30.726268462442587 59.78308671622079, 30.74363258951022 59.782592909253665, 30.742651118522208 59.77383907042918, 30.725291518068538 59.774332704843296))"
7252,7252,"POLYGON ((30.726268462442587 59.78308671622079, 30.727246005631894 59.791840706138004, 30.74461466206772 59.791346726527735, 30.74363258951022 59.782592909253665, 30.726268462442587 59.78308671622079))"
7253,7253,"POLYGON ((30.727246005631894 59.791840706138004, 30.72822414815197 59.8005946745885, 30.745597336712546 59.80010052224489, 30.74461466206772 59.791346726527735, 30.727246005631894 59.791840706138004))"
7254,7254,"POLYGON ((30.72822414815197 59.8005946745885, 30.729202890518895 59.80934862156589, 30.74658061396314 59.80885429639863, 30.745597336712546 59.80010052224489, 30.72822414815197 59.8005946745885))"
7255,7255,"POLYGON ((30.729202890518895 59.80934862156589, 30.73018223324935 59.81810254706371, 30.747564494338544 59.817608048982464, 30.74658061396314 59.80885429639863, 30.729202890518895 59.80934862156589))"
7256,7256,"POLYGON ((30.73018223324935 59.81810254706371, 30.731162176860632 59.82685645107553, 30.748548978358382 59.82636177998981, 30.747564494338544 59.817608048982464, 30.73018223324935 59.81810254706371))"
7257,7257,"POLYGON ((30.731162176860632 59.82685645107553, 30.732142721870623 59.83561033359491, 30.749534066542914 59.83511548941423, 30.748548978358382 59.82636177998981, 30.731162176860632 59.82685645107553))"
7258,7258,"POLYGON ((30.732142721870623 59.83561033359491, 30.733123868797797 59.84436419461535, 30.750519759412963 59.84386917724909, 30.749534066542914 59.83511548941423, 30.732142721870623 59.83561033359491))"
7259,7259,"POLYGON ((30.733123868797797 59.84436419461535, 30.73410561816124 59.85311803413044, 30.751506057489987 59.85262284348793, 30.750519759412963 59.84386917724909, 30.733123868797797 59.84436419461535))"
7260,7260,"POLYGON ((30.73410561816124 59.85311803413044, 30.73508797048065 59.861871852133675, 30.752492961296035 59.86137648812415, 30.751506057489987 59.85262284348793, 30.73410561816124 59.85311803413044))"
7261,7261,"POLYGON ((30.73508797048065 59.861871852133675, 30.73607092627631 59.87062564861858, 30.753480471353768 59.8701301111512, 30.752492961296035 59.86137648812415, 30.73508797048065 59.861871852133675))"
7262,7262,"POLYGON ((30.73607092627631 59.87062564861858, 30.73705448606911 59.87937942357863, 30.754468588186437 59.87888371256248, 30.753480471353768 59.8701301111512, 30.73607092627631 59.87062564861858))"
7263,7263,"POLYGON ((30.73705448606911 59.87937942357863, 30.738038650380552 59.88813317700735, 30.755457312317926 59.88763729235143, 30.754468588186437 59.87888371256248, 30.73705448606911 59.87937942357863))"
7264,7264,"POLYGON ((30.738038650380552 59.88813317700735, 30.73902341973274 59.89688690889824, 30.75644664427271 59.896390850511466, 30.755457312317926 59.88763729235143, 30.738038650380552 59.88813317700735))"
7265,7265,"POLYGON ((30.73902341973274 59.89688690889824, 30.740008794648382 59.905640619244735, 30.757436584575878 59.905144387035975, 30.75644664427271 59.896390850511466, 30.73902341973274 59.89688690889824))"
7266,7266,"POLYGON ((30.740008794648382 59.905640619244735, 30.740994775650805 59.91439430804036, 30.758427133753123 59.91389790191834, 30.757436584575878 59.905144387035975, 30.740008794648382 59.905640619244735))"
7267,7267,"POLYGON ((30.740994775650805 59.91439430804036, 30.74198136326391 59.92314797527852, 30.759418292330757 59.92265139515194, 30.758427133753123 59.91389790191834, 30.740994775650805 59.91439430804036))"
7268,7268,"POLYGON ((30.74198136326391 59.92314797527852, 30.742968558012258 59.93190162095274, 30.760410060835703 59.9314048667302, 30.759418292330757 59.92265139515194, 30.74198136326391 59.92314797527852))"
7269,7269,"POLYGON ((30.742968558012258 59.93190162095274, 30.743956360420974 59.94065524505639, 30.761402439795486 59.940158316646404, 30.760410060835703 59.9314048667302, 30.742968558012258 59.93190162095274))"
7270,7270,"POLYGON ((30.743956360420974 59.94065524505639, 30.74494477101582 59.94940884758295, 30.76239542973826 59.94891174489396, 30.761402439795486 59.940158316646404, 30.743956360420974 59.94065524505639))"
7271,7271,"POLYGON ((30.74494477101582 59.94940884758295, 30.74593379032316 59.958162428525846, 30.76338903119278 59.95766515146622, 30.76239542973826 59.94891174489396, 30.74494477101582 59.94940884758295))"
7272,7272,"POLYGON ((30.74593379032316 59.958162428525846, 30.746923418869972 59.966915987878465, 30.764383244688428 59.96641853635647, 30.76338903119278 59.95766515146622, 30.74593379032316 59.958162428525846))"
7273,7273,"POLYGON ((30.746923418869972 59.966915987878465, 30.747913657183847 59.97566952563424, 30.765378070755187 59.9751718995581, 30.764383244688428 59.96641853635647, 30.746923418869972 59.966915987878465))"
7274,7274,"POLYGON ((30.747913657183847 59.97566952563424, 30.748904505792996 59.98442304178656, 30.766373509923667 59.983925241064384, 30.765378070755187 59.9751718995581, 30.747913657183847 59.97566952563424))"
7275,7275,"POLYGON ((30.748904505792996 59.98442304178656, 30.749895965226237 59.99317653632883, 30.767369562725104 59.99267856086863, 30.766373509923667 59.983925241064384, 30.748904505792996 59.98442304178656))"
7276,7276,"POLYGON ((30.749895965226237 59.99317653632883, 30.750888036013002 60.00193000925439, 30.768366229691335 60.00143185896415, 30.767369562725104 59.99267856086863, 30.749895965226237 59.99317653632883))"
7277,7277,"POLYGON ((30.750888036013002 60.00193000925439, 30.751880718683353 60.01068346055667, 30.769363511354825 60.01018513534428, 30.768366229691335 60.00143185896415, 30.750888036013002 60.00193000925439))"
7278,7278,"POLYGON ((30.751880718683353 60.01068346055667, 30.75287401376795 60.01943689022899, 30.77036140824866 60.01893839000222, 30.769363511354825 60.01018513534428, 30.751880718683353 60.01068346055667))"
7279,7279,"POLYGON ((30.75287401376795 60.01943689022899, 30.753867921798104 60.02819029826473, 30.771359920906555 60.027691622931286, 30.77036140824866 60.01893839000222, 30.75287401376795 60.01943689022899))"
7280,7280,"POLYGON ((30.753867921798104 60.02819029826473, 30.754862443305708 60.036943684657224, 30.772359049862832 60.036444834124744, 30.771359920906555 60.027691622931286, 30.753867921798104 60.02819029826473))"
7281,7281,"POLYGON ((30.754862443305708 60.036943684657224, 30.755857578823296 60.04569704939979, 30.77335879565244 60.045198023575836, 30.772359049862832 60.036444834124744, 30.754862443305708 60.036943684657224))"
7282,7282,"POLYGON ((30.755857578823296 60.04569704939979, 30.756853328884016 60.0544503924858, 30.77435915881097 60.05395119127786, 30.77335879565244 60.045198023575836, 30.755857578823296 60.04569704939979))"
7283,7283,"POLYGON ((30.756853328884016 60.0544503924858, 30.75784969402165 60.06320371390852, 30.775360139874604 60.06270433722394, 30.77435915881097 60.05395119127786, 30.756853328884016 60.0544503924858))"
7284,7284,"POLYGON ((30.75784969402165 60.06320371390852, 30.7588466747706 60.071957013661276, 30.77636173938019 60.0714574614074, 30.775360139874604 60.06270433722394, 30.75784969402165 60.06320371390852))"
7285,7285,"POLYGON ((30.7588466747706 60.071957013661276, 30.75984427166587 60.08071029173738, 30.777363957865166 60.080210563821424, 30.77636173938019 60.0714574614074, 30.7588466747706 60.071957013661276))"
7286,7286,"POLYGON ((30.75984427166587 60.08071029173738, 30.760842485243117 60.08946354813012, 30.77836679586763 60.08896364445923, 30.777363957865166 60.080210563821424, 30.75984427166587 60.08071029173738))"
7287,7287,"POLYGON ((30.760842485243117 60.08946354813012, 30.76184131603862 60.09821678283276, 30.779370253926285 60.097716703313985, 30.77836679586763 60.08896364445923, 30.760842485243117 60.08946354813012))"
7288,7288,"POLYGON ((30.76184131603862 60.09821678283276, 30.762840764589267 60.106969995838604, 30.78037433258047 60.10646974037893, 30.779370253926285 60.097716703313985, 30.76184131603862 60.09821678283276))"
7289,7289,"POLYGON ((30.762840764589267 60.106969995838604, 30.763840831432592 60.11572318714087, 30.78137903237016 60.1152227556472, 30.78037433258047 60.10646974037893, 30.762840764589267 60.106969995838604))"
7290,7290,"POLYGON ((30.763840831432592 60.11572318714087, 30.764841517106746 60.12447635673286, 30.78238435383596 60.12397574911198, 30.78137903237016 60.1152227556472, 30.763840831432592 60.11572318714087))"
7291,7291,"POLYGON ((30.764841517106746 60.12447635673286, 30.765842822150514 60.13322950460777, 30.783390297519105 60.13272872076646, 30.78238435383596 60.12397574911198, 30.764841517106746 60.12447635673286))"
7292,7292,"POLYGON ((30.765842822150514 60.13322950460777, 30.76684474710332 60.141982630758854, 30.78439686396146 60.14148167060374, 30.783390297519105 60.13272872076646, 30.765842822150514 60.13322950460777))"
7293,7293,"POLYGON ((30.76684474710332 60.141982630758854, 30.767847292505206 60.15073573517937, 30.785404053705538 60.15023459861701, 30.78439686396146 60.14148167060374, 30.76684474710332 60.141982630758854))"
7294,7294,"POLYGON ((30.767847292505206 60.15073573517937, 30.76885045889685 60.15948881786248, 30.786411867294465 60.15898750479937, 30.785404053705538 60.15023459861701, 30.767847292505206 60.15073573517937))"
7295,7295,"POLYGON ((30.76885045889685 60.15948881786248, 30.769854246819563 60.16824187880142, 30.78742030527202 60.16774038914397, 30.786411867294465 60.15898750479937, 30.76885045889685 60.15948881786248))"
7296,7296,"POLYGON ((30.769854246819563 60.16824187880142, 30.7708586568153 60.17699491798938, 30.788429368182616 60.17649325164392, 30.78742030527202 60.16774038914397, 30.769854246819563 60.16824187880142))"
7297,7297,"POLYGON ((30.7708586568153 60.17699491798938, 30.77186368942663 60.18574793541955, 30.789439056571307 60.185246092292296, 30.788429368182616 60.17649325164392, 30.7708586568153 60.17699491798938))"
7298,7298,"POLYGON ((30.77186368942663 60.18574793541955, 30.772869345196785 60.19450093108511, 30.790449370983772 60.19399891108222, 30.789439056571307 60.185246092292296, 30.77186368942663 60.18574793541955))"
7299,7299,"POLYGON ((30.772869345196785 60.19450093108511, 30.77387562466962 60.20325390497925, 30.791460311966343 60.2027517080068, 30.790449370983772 60.19399891108222, 30.772869345196785 60.19450093108511))"
7300,7300,"POLYGON ((30.77387562466962 60.20325390497925, 30.774882528389618 60.212006857095076, 30.792471880065992 60.21150448305906, 30.791460311966343 60.2027517080068, 30.77387562466962 60.20325390497925))"
7301,7301,"POLYGON ((30.774882528389618 60.212006857095076, 30.77589005690192 60.22075978742578, 30.79348407583033 60.2202572362321, 30.792471880065992 60.21150448305906, 30.774882528389618 60.212006857095076))"
7302,7302,"POLYGON ((30.77589005690192 60.22075978742578, 30.776898210752286 60.229512695964495, 30.794496899807598 60.22900996751898, 30.79348407583033 60.2202572362321, 30.77589005690192 60.22075978742578))"
7303,7303,"POLYGON ((30.776898210752286 60.229512695964495, 30.77790699048714 60.23826558270437, 30.795510352546714 60.237762676912745, 30.794496899807598 60.22900996751898, 30.776898210752286 60.229512695964495))"
7304,7304,"POLYGON ((30.77790699048714 60.23826558270437, 30.77891639665353 60.24701844763849, 30.796524434597202 60.24651536440642, 30.795510352546714 60.237762676912745, 30.77790699048714 60.23826558270437))"
7305,7305,"POLYGON ((30.77891639665353 60.24701844763849, 30.779926429799154 60.25577129076, 30.797539146509255 60.25526802999305, 30.796524434597202 60.24651536440642, 30.77891639665353 60.24701844763849))"
7306,7306,"POLYGON ((30.779926429799154 60.25577129076, 30.780937090472356 60.26452411206199, 30.798554488833705 60.26402067366564, 30.797539146509255 60.25526802999305, 30.779926429799154 60.25577129076))"
7307,7307,"POLYGON ((30.780937090472356 60.26452411206199, 30.781948379222115 60.273276911537536, 30.799570462122034 60.272773295417196, 30.798554488833705 60.26402067366564, 30.780937090472356 60.26452411206199))"
7308,7308,"POLYGON ((30.713484174512026 59.511213916604156, 30.714447836271535 59.51996839896458, 30.731676766249585 59.51947746342367, 30.73070865992483 59.510723151731526, 30.713484174512026 59.511213916604156))"
7309,7309,"POLYGON ((30.714447836271535 59.51996839896458, 30.715412084339917 59.528722859965384, 30.732645461567724 59.52823175366798, 30.731676766249585 59.51947746342367, 30.714447836271535 59.51996839896458))"
7310,7310,"POLYGON ((30.715412084339917 59.528722859965384, 30.71637691921742 59.53747729960031, 30.733614746381747 59.53698602245815, 30.732645461567724 59.52823175366798, 30.715412084339917 59.528722859965384))"
7311,7311,"POLYGON ((30.71637691921742 59.53747729960031, 30.71734234140487 59.54623171786318, 30.734584621194756 59.54574026978788, 30.733614746381747 59.53698602245815, 30.71637691921742 59.53747729960031))"
7312,7312,"POLYGON ((30.71734234140487 59.54623171786318, 30.71830835140366 59.554986114747635, 30.735555086510416 59.554494495650765, 30.734584621194756 59.54574026978788, 30.71734234140487 59.54623171786318))"
7313,7313,"POLYGON ((30.71830835140366 59.554986114747635, 30.719274949715768 59.563740490247504, 30.736526142832986 59.563248700040575, 30.735555086510416 59.554494495650765, 30.71830835140366 59.554986114747635))"
7314,7314,"POLYGON ((30.719274949715768 59.563740490247504, 30.72024213684374 59.572494844356456, 30.737497790667277 59.572002882950855, 30.736526142832986 59.563248700040575, 30.719274949715768 59.563740490247504))"
7315,7315,"POLYGON ((30.72024213684374 59.572494844356456, 30.72120991329071 59.58124917706827, 30.73847003051871 59.580757044375325, 30.737497790667277 59.572002882950855, 30.72024213684374 59.572494844356456))"
7316,7316,"POLYGON ((30.72120991329071 59.58124917706827, 30.722178279560392 59.59000348837663, 30.739442862893267 59.58951118430762, 30.73847003051871 59.580757044375325, 30.72120991329071 59.58124917706827))"
7317,7317,"POLYGON ((30.722178279560392 59.59000348837663, 30.723147236157054 59.59875777827522, 30.740416288297517 59.59826530274129, 30.739442862893267 59.58951118430762, 30.722178279560392 59.59000348837663))"
7318,7318,"POLYGON ((30.723147236157054 59.59875777827522, 30.72411678358558 59.607512046757755, 30.74139030723862 59.607019399670044, 30.740416288297517 59.59826530274129, 30.723147236157054 59.59875777827522))"
7319,7319,"POLYGON ((30.72411678358558 59.607512046757755, 30.725086922351405 59.61626629381794, 30.742364920224308 59.61577347508745, 30.74139030723862 59.607019399670044, 30.72411678358558 59.607512046757755))"
7320,7320,"POLYGON ((30.725086922351405 59.61626629381794, 30.72605765296056 59.62502051944942, 30.743340127762902 59.62452752898714, 30.742364920224308 59.61577347508745, 30.725086922351405 59.61626629381794))"
7321,7321,"POLYGON ((30.72605765296056 59.62502051944942, 30.727028975919655 59.63377472364588, 30.74431593036331 59.63328156136264, 30.743340127762902 59.62452752898714, 30.72605765296056 59.62502051944942))"
7322,7322,"POLYGON ((30.727028975919655 59.63377472364588, 30.728000891735892 59.64252890640101, 30.74529232853502 59.64203557220761, 30.74431593036331 59.63328156136264, 30.727028975919655 59.63377472364588))"
7323,7323,"POLYGON ((30.728000891735892 59.64252890640101, 30.728973400917035 59.65128306770841, 30.74626932278811 59.650789561515566, 30.74529232853502 59.64203557220761, 30.728000891735892 59.64252890640101))"
7324,7324,"POLYGON ((30.728973400917035 59.65128306770841, 30.72994650397146 59.66003720756177, 30.747246913633248 59.65954352928013, 30.74626932278811 59.650789561515566, 30.728973400917035 59.65128306770841))"
7325,7325,"POLYGON ((30.72994650397146 59.66003720756177, 30.730920201408107 59.66879132595473, 30.74822510158168 59.66829747549481, 30.747246913633248 59.65954352928013, 30.72994650397146 59.66003720756177))"
7326,7326,"POLYGON ((30.730920201408107 59.66879132595473, 30.731894493736515 59.67754542288087, 30.74920388714526 59.6770514001532, 30.74822510158168 59.66829747549481, 30.730920201408107 59.66879132595473))"
7327,7327,"POLYGON ((30.731894493736515 59.67754542288087, 30.732869381466816 59.686299498333845, 30.75018327083642 59.685805303248834, 30.74920388714526 59.6770514001532, 30.731894493736515 59.67754542288087))"
7328,7328,"POLYGON ((30.732869381466816 59.686299498333845, 30.733844865109702 59.69505355230726, 30.75116325316818 59.6945591847752, 30.75018327083642 59.685805303248834, 30.732869381466816 59.686299498333845))"
7329,7329,"POLYGON ((30.733844865109702 59.69505355230726, 30.734820945176487 59.70380758479471, 30.752143834654152 59.703313044725874, 30.75116325316818 59.6945591847752, 30.733844865109702 59.69505355230726))"
