,grid_id,geometry
1666,1666,"POLYGON ((29.601550717274467 59.65217681034385, 29.602229881348126 59.66094048706983, 29.619549701198405 59.660595592848246, 29.61886602932986 59.65183203648079, 29.601550717274467 59.65217681034385))"
1667,1667,"POLYGON ((29.602229881348126 59.66094048706983, 29.60290946072564 59.66970414728069, 29.620233791117457 59.66935913263786, 29.619549701198405 59.660595592848246, 29.602229881348126 59.66094048706983))"
1668,1668,"POLYGON ((29.60290946072564 59.66970414728069, 29.60358945576366 59.67846779097433, 29.62091829944601 59.67812265584751, 29.620233791117457 59.66935913263786, 29.60290946072564 59.66970414728069))"
1669,1669,"POLYGON ((29.60358945576366 59.67846779097433, 29.604269866819266 59.6872314181487, 29.621603226543478 59.68688616247509, 29.62091829944601 59.67812265584751, 29.60358945576366 59.67846779097433))"
1670,1670,"POLYGON ((29.604269866819266 59.6872314181487, 29.604950694249933 59.695995028801775, 29.622288572769705 59.695649652518476, 29.621603226543478 59.68688616247509, 29.604269866819266 59.6872314181487))"
1671,1671,"POLYGON ((29.604950694249933 59.695995028801775, 29.605631938413556 59.704758622931415, 29.622974338484934 59.70441312597557, 29.622288572769705 59.695649652518476, 29.604950694249933 59.695995028801775))"
1672,1672,"POLYGON ((29.605631938413556 59.704758622931415, 29.60631359966845 59.71352220053565, 29.623660524049832 59.71317658284427, 29.622974338484934 59.70441312597557, 29.605631938413556 59.704758622931415))"
1673,1673,"POLYGON ((29.60631359966845 59.71352220053565, 29.60699567837333 59.722285761612305, 29.624347129825473 59.721940023122336, 29.623660524049832 59.71317658284427, 29.60631359966845 59.71352220053565))"
1674,1674,"POLYGON ((29.60699567837333 59.722285761612305, 29.607678174887337 59.731049306159356, 29.62503415617338 59.73070344680776, 29.624347129825473 59.721940023122336, 29.60699567837333 59.722285761612305))"
1675,1675,"POLYGON ((29.607678174887337 59.731049306159356, 29.60836108957002 59.73981283417472, 29.625721603455453 59.73946685389835, 29.62503415617338 59.73070344680776, 29.607678174887337 59.731049306159356))"
1676,1676,"POLYGON ((29.60836108957002 59.73981283417472, 29.609044422781366 59.74857634565631, 29.62640947203404 59.74823024439198, 29.625721603455453 59.73946685389835, 29.60836108957002 59.73981283417472))"
1677,1677,"POLYGON ((29.609044422781366 59.74857634565631, 29.609728174881745 59.757339840602015, 29.627097762271905 59.7569936182865, 29.62640947203404 59.74823024439198, 29.609044422781366 59.74857634565631))"
1678,1678,"POLYGON ((29.609728174881745 59.757339840602015, 29.610412346231975 59.76610331900981, 29.627786474532215 59.76575697557978, 29.627097762271905 59.7569936182865, 29.609728174881745 59.757339840602015))"
1679,1679,"POLYGON ((29.610412346231975 59.76610331900981, 29.61109693719327 59.77486678087751, 29.628475609178572 59.77452031626962, 29.627786474532215 59.76575697557978, 29.610412346231975 59.76610331900981))"
1680,1680,"POLYGON ((29.61109693719327 59.77486678087751, 29.61178194812728 59.78363022620308, 29.629165166575007 59.783283640353936, 29.628475609178572 59.77452031626962, 29.61109693719327 59.77486678087751))"
1681,1681,"POLYGON ((29.61178194812728 59.78363022620308, 29.612467379396065 59.792393654984416, 29.629855147085955 59.79204694783053, 29.629165166575007 59.783283640353936, 29.61178194812728 59.78363022620308))"
1682,1682,"POLYGON ((29.612467379396065 59.792393654984416, 29.613153231362098 59.80115706721937, 29.63054555107628 59.80081023869725, 29.629855147085955 59.79204694783053, 29.612467379396065 59.792393654984416))"
1683,1683,"POLYGON ((29.613153231362098 59.80115706721937, 29.613839504388295 59.80992046290588, 29.631236378911282 59.80957351295192, 29.63054555107628 59.80081023869725, 29.613153231362098 59.80115706721937))"
1684,1684,"POLYGON ((29.613839504388295 59.80992046290588, 29.61452619883797 59.81868384204181, 29.63192763095667 59.818336770592374, 29.631236378911282 59.80957351295192, 29.613839504388295 59.80992046290588))"
1685,1685,"POLYGON ((29.61452619883797 59.81868384204181, 29.61521331507488 59.82744720462503, 29.632619307578583 59.82710001161646, 29.63192763095667 59.818336770592374, 29.61452619883797 59.81868384204181))"
1686,1686,"POLYGON ((29.61521331507488 59.82744720462503, 29.615900853463177 59.83621055065343, 29.63331140914358 59.835863236021964, 29.632619307578583 59.82710001161646, 29.61521331507488 59.82744720462503))"
1687,1687,"POLYGON ((29.615900853463177 59.83621055065343, 29.61658881436746 59.8449738801249, 29.634003936018658 59.844626443806725, 29.63331140914358 59.835863236021964, 29.615900853463177 59.83621055065343))"
1688,1688,"POLYGON ((29.61658881436746 59.8449738801249, 29.61727719815275 59.85373719303729, 29.634696888571224 59.853389634968565, 29.634003936018658 59.844626443806725, 29.61658881436746 59.8449738801249))"
1689,1689,"POLYGON ((29.61727719815275 59.85373719303729, 29.61796600518447 59.862500489388495, 29.635390267169136 59.862152809505304, 29.634696888571224 59.853389634968565, 29.61727719815275 59.85373719303729))"
1690,1690,"POLYGON ((29.61796600518447 59.862500489388495, 29.618655235828502 59.87126376917632, 29.63608407218064 59.870915967414696, 29.635390267169136 59.862152809505304, 29.61796600518447 59.862500489388495))"
1691,1691,"POLYGON ((29.618655235828502 59.87126376917632, 29.61934489045112 59.88002703239869, 29.636778303974463 59.87967910869461, 29.63608407218064 59.870915967414696, 29.618655235828502 59.87126376917632))"
1692,1692,"POLYGON ((29.61934489045112 59.88002703239869, 29.620034969419045 59.888790279053445, 29.63747296291971 59.88844223334282, 29.636778303974463 59.87967910869461, 29.61934489045112 59.88002703239869))"
1693,1693,"POLYGON ((29.620034969419045 59.888790279053445, 29.620725473099423 59.897553509138405, 29.63816804938595 59.89720534135712, 29.63747296291971 59.88844223334282, 29.620034969419045 59.888790279053445))"
1694,1694,"POLYGON ((29.620725473099423 59.897553509138405, 29.621416401859825 59.906316722651454, 29.638863563743175 59.90596843273528, 29.63816804938595 59.89720534135712, 29.620725473099423 59.897553509138405))"
1695,1695,"POLYGON ((29.621416401859825 59.906316722651454, 29.622107756068242 59.915079919590426, 29.639559506361792 59.91473150747515, 29.638863563743175 59.90596843273528, 29.621416401859825 59.906316722651454))"
1696,1696,"POLYGON ((29.622107756068242 59.915079919590426, 29.622799536093098 59.92384309995316, 29.640255877612653 59.92349456557445, 29.639559506361792 59.91473150747515, 29.622107756068242 59.915079919590426))"
1697,1697,"POLYGON ((29.622799536093098 59.92384309995316, 29.623491742303255 59.93260626373751, 29.640952677867045 59.93225760703099, 29.640255877612653 59.92349456557445, 29.622799536093098 59.92384309995316))"
1698,1698,"POLYGON ((29.623491742303255 59.93260626373751, 29.624184375067998 59.941369410941256, 29.64164990749668 59.941020631842555, 29.640952677867045 59.93225760703099, 29.623491742303255 59.93260626373751))"
1699,1699,"POLYGON ((29.624184375067998 59.941369410941256, 29.624877434757042 59.95013254156227, 29.642347566873703 59.94978364000686, 29.64164990749668 59.941020631842555, 29.624184375067998 59.941369410941256))"
1700,1700,"POLYGON ((29.624877434757042 59.95013254156227, 29.625570921740533 59.958895655598404, 29.643045656370706 59.95854663152178, 29.642347566873703 59.94978364000686, 29.624877434757042 59.95013254156227))"
1701,1701,"POLYGON ((29.625570921740533 59.958895655598404, 29.62626483638905 59.96765875304741, 29.64374417636069 59.96730960638498, 29.643045656370706 59.95854663152178, 29.625570921740533 59.958895655598404))"
1702,1702,"POLYGON ((29.62626483638905 59.96765875304741, 29.6269591790736 59.97642183390715, 29.644443127217116 59.97607256459427, 29.64374417636069 59.96730960638498, 29.62626483638905 59.96765875304741))"
1703,1703,"POLYGON ((29.6269591790736 59.97642183390715, 29.627653950165637 59.98518489817546, 29.64514250931387 59.98483550614742, 29.644443127217116 59.97607256459427, 29.6269591790736 59.97642183390715))"
1704,1704,"POLYGON ((29.627653950165637 59.98518489817546, 29.62834915003703 59.99394794585009, 29.645842323025274 59.9935984310421, 29.64514250931387 59.98483550614742, 29.627653950165637 59.98518489817546))"
1705,1705,"POLYGON ((29.62834915003703 59.99394794585009, 29.629044779060095 60.00271097692888, 29.646542568726087 60.00236133927616, 29.645842323025274 59.9935984310421, 29.62834915003703 59.99394794585009))"
1706,1706,"POLYGON ((29.629044779060095 60.00271097692888, 29.629740837607578 60.01147399140964, 29.64724324679151 60.01112423084733, 29.646542568726087 60.00236133927616, 29.629044779060095 60.00271097692888))"
1707,1707,"POLYGON ((29.629740837607578 60.01147399140964, 29.630437326052654 60.02023698929015, 29.647944357597186 60.01988710575327, 29.64724324679151 60.01112423084733, 29.629740837607578 60.01147399140964))"
1708,1708,"POLYGON ((29.630437326052654 60.02023698929015, 29.631134244768955 60.0289999705682, 29.648645901519178 60.028649963991796, 29.647944357597186 60.01988710575327, 29.630437326052654 60.02023698929015))"
1709,1709,"POLYGON ((29.631134244768955 60.0289999705682, 29.631831594130524 60.037762935241616, 29.649347878934016 60.03741280556061, 29.648645901519178 60.028649963991796, 29.631134244768955 60.0289999705682))"
1710,1710,"POLYGON ((29.631831594130524 60.037762935241616, 29.63252937451186 60.04652588330814, 29.650050290218644 60.046175630457434, 29.649347878934016 60.03741280556061, 29.631831594130524 60.037762935241616))"
1711,1711,"POLYGON ((29.63252937451186 60.04652588330814, 29.633227586287898 60.05528881476558, 29.650753135750463 60.05493843868004, 29.650050290218644 60.046175630457434, 29.63252937451186 60.04652588330814))"
1712,1712,"POLYGON ((29.633227586287898 60.05528881476558, 29.633926229833996 60.064051729611705, 29.651456415907315 60.06370123022609, 29.650753135750463 60.05493843868004, 29.633227586287898 60.05528881476558))"
1713,1713,"POLYGON ((29.633926229833996 60.064051729611705, 29.634625305525965 60.0728146278443, 29.65216013106747 60.07246400509333, 29.651456415907315 60.06370123022609, 29.633926229833996 60.064051729611705))"
1714,1714,"POLYGON ((29.634625305525965 60.0728146278443, 29.635324813740066 60.08157750946114, 29.652864281609666 60.08122676327949, 29.65216013106747 60.07246400509333, 29.634625305525965 60.0728146278443))"
1715,1715,"POLYGON ((29.635324813740066 60.08157750946114, 29.636024754852976 60.090340374459956, 29.653568867913055 60.08998950478223, 29.652864281609666 60.08122676327949, 29.635324813740066 60.08157750946114))"
1716,1716,"POLYGON ((29.636024754852976 60.090340374459956, 29.636725129241828 60.099103222838544, 29.65427389035726 60.098752229599285, 29.653568867913055 60.08998950478223, 29.636024754852976 60.090340374459956))"
1717,1717,"POLYGON ((29.636725129241828 60.099103222838544, 29.637425937284203 60.107866054594666, 29.654979349322332 60.10751493772835, 29.65427389035726 60.098752229599285, 29.636725129241828 60.099103222838544))"
1718,1718,"POLYGON ((29.637425937284203 60.107866054594666, 29.6381271793581 60.11662886972605, 29.655685245188767 60.11627762916715, 29.654979349322332 60.10751493772835, 29.637425937284203 60.107866054594666))"
1719,1719,"POLYGON ((29.6381271793581 60.11662886972605, 29.638828855841986 60.12539166823046, 29.656391578337526 60.12504030391333, 29.655685245188767 60.11627762916715, 29.6381271793581 60.11662886972605))"
1720,1720,"POLYGON ((29.638828855841986 60.12539166823046, 29.639530967114766 60.13415445010566, 29.65709834914999 60.133802961964626, 29.656391578337526 60.12504030391333, 29.638828855841986 60.12539166823046))"
1721,1721,"POLYGON ((29.639530967114766 60.13415445010566, 29.64023351355579 60.14291721534935, 29.657805558008004 60.14256560331866, 29.65709834914999 60.133802961964626, 29.639530967114766 60.13415445010566))"
1722,1722,"POLYGON ((29.64023351355579 60.14291721534935, 29.640936495544832 60.15167996395932, 29.65851320529386 60.151328227973174, 29.657805558008004 60.14256560331866, 29.64023351355579 60.14291721534935))"
1723,1723,"POLYGON ((29.640936495544832 60.15167996395932, 29.64163991346215 60.16044269593328, 29.659221291390296 60.16009083592581, 29.65851320529386 60.151328227973174, 29.640936495544832 60.15167996395932))"
1724,1724,"POLYGON ((29.64163991346215 60.16044269593328, 29.642343767688413 60.16920541126895, 29.659929816680496 60.16885342717425, 29.659221291390296 60.16009083592581, 29.64163991346215 60.16044269593328))"
1725,1725,"POLYGON ((29.642343767688413 60.16920541126895, 29.643048058604766 60.177968109964084, 29.660638781548105 60.1776160017162, 29.659929816680496 60.16885342717425, 29.642343767688413 60.16920541126895))"
1726,1726,"POLYGON ((29.643048058604766 60.177968109964084, 29.64375278659277 60.18673079201636, 29.661348186377204 60.18637855954925, 29.660638781548105 60.1776160017162, 29.643048058604766 60.177968109964084))"
1727,1727,"POLYGON ((29.64375278659277 60.18673079201636, 29.644457952034468 60.195493457423545, 29.66205803155233 60.19514110067109, 29.661348186377204 60.18637855954925, 29.64375278659277 60.18673079201636))"
1728,1728,"POLYGON ((29.644457952034468 60.195493457423545, 29.645163555312333 60.20425610618332, 29.66276831745849 60.203903625079384, 29.66205803155233 60.19514110067109, 29.644457952034468 60.195493457423545))"
1729,1729,"POLYGON ((29.645163555312333 60.20425610618332, 29.645869596809288 60.213018738293414, 29.66347904448111 60.2126661327718, 29.66276831745849 60.203903625079384, 29.645163555312333 60.20425610618332))"
1730,1730,"POLYGON ((29.645869596809288 60.213018738293414, 29.646576076908705 60.22178135375151, 29.6641902130061 60.22142862374595, 29.66347904448111 60.2126661327718, 29.645869596809288 60.213018738293414))"
1731,1731,"POLYGON ((29.646576076908705 60.22178135375151, 29.647282995994424 60.23054395255536, 29.664901823419807 60.2301910979995, 29.6641902130061 60.22142862374595, 29.646576076908705 60.22178135375151))"
1732,1732,"POLYGON ((29.647282995994424 60.23054395255536, 29.647990354450712 60.239306534702585, 29.66561387610904 60.238953555530074, 29.664901823419807 60.2301910979995, 29.647282995994424 60.23054395255536))"
1733,1733,"POLYGON ((29.647990354450712 60.239306534702585, 29.648698152662305 60.248069100190946, 29.66632637146106 60.24771599633532, 29.66561387610904 60.238953555530074, 29.647990354450712 60.239306534702585))"
1734,1734,"POLYGON ((29.648698152662305 60.248069100190946, 29.649406391014395 60.2568316490181, 29.667039309863576 60.25647842041286, 29.66632637146106 60.24771599633532, 29.648698152662305 60.248069100190946))"
1735,1735,"POLYGON ((29.649406391014395 60.2568316490181, 29.65011506989261 60.26559418118176, 29.667752691704777 60.26524082776034, 29.667039309863576 60.25647842041286, 29.649406391014395 60.2568316490181))"
1736,1736,"POLYGON ((29.65011506989261 60.26559418118176, 29.650824189683043 60.27435669667956, 29.668466517373282 60.27400321837536, 29.667752691704777 60.26524082776034, 29.65011506989261 60.26559418118176))"
1737,1737,"POLYGON ((29.650824189683043 60.27435669667956, 29.65153375077225 60.28311919550924, 29.669180787258192 60.28276559225555, 29.668466517373282 60.27400321837536, 29.650824189683043 60.27435669667956))"
1738,1738,"POLYGON ((29.65153375077225 60.28311919550924, 29.652243753547225 60.29188167766842, 29.669895501749043 60.29152794939851, 29.669180787258192 60.28276559225555, 29.65153375077225 60.28311919550924))"
1739,1739,"POLYGON ((29.652243753547225 60.29188167766842, 29.652954198395435 60.300644143154784, 29.670610661235855 60.300290289801865, 29.669895501749043 60.29152794939851, 29.652243753547225 60.29188167766842))"
1740,1740,"POLYGON ((29.610016175039227 59.53790429607293, 29.610694444732857 59.54666806776211, 29.627955463216285 59.546322458547905, 29.627272721575054 59.53755880719684, 29.610016175039227 59.53790429607293))"
1741,1741,"POLYGON ((29.610694444732857 59.54666806776211, 29.611373127847433 59.55543182290053, 29.628638620994433 59.55508609328583, 29.627955463216285 59.546322458547905, 29.610694444732857 59.54666806776211))"
1742,1742,"POLYGON ((29.611373127847433 59.55543182290053, 29.61205222473662 59.56419556148614, 29.629322195265477 59.56384971140848, 29.628638620994433 59.55508609328583, 29.611373127847433 59.55543182290053))"
1743,1743,"POLYGON ((29.61205222473662 59.56419556148614, 29.612731735754483 59.572959283516866, 29.630006186385803 59.572613312913745, 29.629322195265477 59.56384971140848, 29.61205222473662 59.56419556148614))"
1744,1744,"POLYGON ((29.612731735754483 59.572959283516866, 29.61341166125551 59.5817229889906, 29.630690594712206 59.5813768977995, 29.630006186385803 59.572613312913745, 29.612731735754483 59.572959283516866))"
1745,1745,"POLYGON ((29.61341166125551 59.5817229889906, 29.614092001594585 59.59048667790535, 29.631375420601888 59.590140466063616, 29.630690594712206 59.5813768977995, 29.61341166125551 59.5817229889906))"
1746,1746,"POLYGON ((29.614092001594585 59.59048667790535, 29.614772757126993 59.59925035025896, 29.63206066441247 59.598904017703944, 29.631375420601888 59.590140466063616, 29.614092001594585 59.59048667790535))"
1747,1747,"POLYGON ((29.614772757126993 59.59925035025896, 29.615453928208453 59.608014006049416, 29.63274632650198 59.607667552718375, 29.63206066441247 59.598904017703944, 29.614772757126993 59.59925035025896))"
1748,1748,"POLYGON ((29.615453928208453 59.608014006049416, 29.616135515195076 59.616777645274595, 29.633432407228856 59.6164310711048, 29.63274632650198 59.607667552718375, 29.615453928208453 59.608014006049416))"
1749,1749,"POLYGON ((29.616135515195076 59.616777645274595, 29.616817518443384 59.625541267932405, 29.63411890695196 59.625194572860984, 29.633432407228856 59.6164310711048, 29.616135515195076 59.616777645274595))"
1750,1750,"POLYGON ((29.616817518443384 59.625541267932405, 29.617499938310313 59.63430487402076, 29.634805826030565 59.633958057984856, 29.63411890695196 59.625194572860984, 29.616817518443384 59.625541267932405))"
1751,1751,"POLYGON ((29.617499938310313 59.63430487402076, 29.61818277515322 59.6430684635376, 29.635493164824343 59.64272152647424, 29.634805826030565 59.633958057984856, 29.617499938310313 59.63430487402076))"
1752,1752,"POLYGON ((29.61818277515322 59.6430684635376, 29.61886602932986 59.65183203648079, 29.636180923693406 59.65148497832703, 29.635493164824343 59.64272152647424, 29.61818277515322 59.6430684635376))"
1753,1753,"POLYGON ((29.61886602932986 59.65183203648079, 29.619549701198405 59.660595592848246, 29.63686910299826 59.660248413540955, 29.636180923693406 59.65148497832703, 29.61886602932986 59.65183203648079))"
1754,1754,"POLYGON ((29.619549701198405 59.660595592848246, 29.620233791117457 59.66935913263786, 29.637557703099848 59.669011832114, 29.63686910299826 59.660248413540955, 29.619549701198405 59.660595592848246))"
1755,1755,"POLYGON ((29.620233791117457 59.66935913263786, 29.62091829944601 59.67812265584751, 29.638246724359508 59.677775234043885, 29.637557703099848 59.669011832114, 29.620233791117457 59.66935913263786))"
1756,1756,"POLYGON ((29.62091829944601 59.67812265584751, 29.621603226543478 59.68688616247509, 29.63893616713901 59.6865386193285, 29.638246724359508 59.677775234043885, 29.62091829944601 59.67812265584751))"
1757,1757,"POLYGON ((29.621603226543478 59.68688616247509, 29.622288572769705 59.695649652518476, 29.639626031800546 59.69530198796567, 29.63893616713901 59.6865386193285, 29.621603226543478 59.68688616247509))"
1758,1758,"POLYGON ((29.622288572769705 59.695649652518476, 29.622974338484934 59.70441312597557, 29.64031631870671 59.70406533995319, 29.639626031800546 59.69530198796567, 29.622288572769705 59.695649652518476))"
1759,1759,"POLYGON ((29.622974338484934 59.70441312597557, 29.623660524049832 59.71317658284427, 29.64100702822053 59.71282867528892, 29.64031631870671 59.70406533995319, 29.622974338484934 59.70441312597557))"
1760,1760,"POLYGON ((29.623660524049832 59.71317658284427, 29.624347129825473 59.721940023122336, 29.64169816070544 59.72159199397065, 29.64100702822053 59.71282867528892, 29.623660524049832 59.71317658284427))"
1761,1761,"POLYGON ((29.624347129825473 59.721940023122336, 29.62503415617338 59.73070344680776, 29.642389716525322 59.73035529599619, 29.64169816070544 59.72159199397065, 29.624347129825473 59.721940023122336))"
1762,1762,"POLYGON ((29.62503415617338 59.73070344680776, 29.625721603455453 59.73946685389835, 29.643081696044444 59.73911858136336, 29.642389716525322 59.73035529599619, 29.62503415617338 59.73070344680776))"
1763,1763,"POLYGON ((29.625721603455453 59.73946685389835, 29.62640947203404 59.74823024439198, 29.643774099627525 59.74788185006998, 29.643081696044444 59.73911858136336, 29.625721603455453 59.73946685389835))"
1764,1764,"POLYGON ((29.62640947203404 59.74823024439198, 29.627097762271905 59.7569936182865, 29.644466927639677 59.75664510211379, 29.643774099627525 59.74788185006998, 29.62640947203404 59.74823024439198))"
1765,1765,"POLYGON ((29.627097762271905 59.7569936182865, 29.627786474532215 59.76575697557978, 29.64516018044647 59.76540833749269, 29.644466927639677 59.75664510211379, 29.627097762271905 59.7569936182865))"
1766,1766,"POLYGON ((29.627786474532215 59.76575697557978, 29.628475609178572 59.77452031626962, 29.645853858413876 59.77417155620437, 29.64516018044647 59.76540833749269, 29.627786474532215 59.76575697557978))"
1767,1767,"POLYGON ((29.628475609178572 59.77452031626962, 29.629165166575007 59.783283640353936, 29.64654796190828 59.78293475824669, 29.645853858413876 59.77417155620437, 29.628475609178572 59.77452031626962))"
1768,1768,"POLYGON ((29.629165166575007 59.783283640353936, 29.629855147085955 59.79204694783053, 29.647242491296527 59.79169794361739, 29.64654796190828 59.78293475824669, 29.629165166575007 59.783283640353936))"
1769,1769,"POLYGON ((29.629855147085955 59.79204694783053, 29.63054555107628 59.80081023869725, 29.64793744694586 59.8004611123143, 29.647242491296527 59.79169794361739, 29.629855147085955 59.79204694783053))"
1770,1770,"POLYGON ((29.63054555107628 59.80081023869725, 29.631236378911282 59.80957351295192, 29.648632829223953 59.809224264335164, 29.64793744694586 59.8004611123143, 29.63054555107628 59.80081023869725))"
1771,1771,"POLYGON ((29.631236378911282 59.80957351295192, 29.63192763095667 59.818336770592374, 29.64932863849891 59.81798739967776, 29.648632829223953 59.809224264335164, 29.631236378911282 59.80957351295192))"
1772,1772,"POLYGON ((29.63192763095667 59.818336770592374, 29.632619307578583 59.82710001161646, 29.65002487513927 59.826750518339885, 29.64932863849891 59.81798739967776, 29.63192763095667 59.818336770592374))"
1773,1773,"POLYGON ((29.632619307578583 59.82710001161646, 29.63331140914358 59.835863236021964, 29.65072153951398 59.83551362031926, 29.65002487513927 59.826750518339885, 29.632619307578583 59.82710001161646))"
1774,1774,"POLYGON ((29.63331140914358 59.835863236021964, 29.634003936018658 59.844626443806725, 29.65141863199243 59.844276705613694, 29.65072153951398 59.83551362031926, 29.63331140914358 59.835863236021964))"
1775,1775,"POLYGON ((29.634003936018658 59.844626443806725, 29.634696888571224 59.853389634968565, 29.65211615294444 59.85303977422089, 29.65141863199243 59.844276705613694, 29.634003936018658 59.844626443806725))"
1776,1776,"POLYGON ((29.634696888571224 59.853389634968565, 29.635390267169136 59.862152809505304, 29.65281410274026 59.86180282613868, 29.65211615294444 59.85303977422089, 29.634696888571224 59.853389634968565))"
1777,1777,"POLYGON ((29.635390267169136 59.862152809505304, 29.63608407218064 59.870915967414696, 29.653512481750553 59.87056586136475, 29.65281410274026 59.86180282613868, 29.635390267169136 59.862152809505304))"
1778,1778,"POLYGON ((29.63608407218064 59.870915967414696, 29.636778303974463 59.87967910869461, 29.654211290346442 59.87932887989687, 29.653512481750553 59.87056586136475, 29.63608407218064 59.870915967414696))"
1779,1779,"POLYGON ((29.636778303974463 59.87967910869461, 29.63747296291971 59.88844223334282, 29.654910528899457 59.888091881732784, 29.654211290346442 59.87932887989687, 29.636778303974463 59.87967910869461))"
1780,1780,"POLYGON ((29.63747296291971 59.88844223334282, 29.63816804938595 59.89720534135712, 29.65561019778158 59.89685486687025, 29.654910528899457 59.888091881732784, 29.63747296291971 59.88844223334282))"
1781,1781,"POLYGON ((29.63816804938595 59.89720534135712, 29.638863563743175 59.90596843273528, 29.6563102973652 59.90561783530696, 29.65561019778158 59.89685486687025, 29.63816804938595 59.89720534135712))"
1782,1782,"POLYGON ((29.638863563743175 59.90596843273528, 29.639559506361792 59.91473150747515, 29.65701082802317 59.91438078704068, 29.6563102973652 59.90561783530696, 29.638863563743175 59.90596843273528))"
1783,1783,"POLYGON ((29.639559506361792 59.91473150747515, 29.640255877612653 59.92349456557445, 29.657711790128758 59.92314372206913, 29.65701082802317 59.91438078704068, 29.639559506361792 59.91473150747515))"
1784,1784,"POLYGON ((29.640255877612653 59.92349456557445, 29.640952677867045 59.93225760703099, 29.658413184055668 59.93190664039002, 29.657711790128758 59.92314372206913, 29.640255877612653 59.92349456557445))"
1785,1785,"POLYGON ((29.640952677867045 59.93225760703099, 29.64164990749668 59.941020631842555, 29.65911501017804 59.94066954200108, 29.658413184055668 59.93190664039002, 29.640952677867045 59.93225760703099))"
1786,1786,"POLYGON ((29.64164990749668 59.941020631842555, 29.642347566873703 59.94978364000686, 29.65981726887047 59.94943242690002, 29.65911501017804 59.94066954200108, 29.64164990749668 59.941020631842555))"
1787,1787,"POLYGON ((29.642347566873703 59.94978364000686, 29.643045656370706 59.95854663152178, 29.66051996050796 59.9581952950846, 29.65981726887047 59.94943242690002, 29.642347566873703 59.94978364000686))"
1788,1788,"POLYGON ((29.643045656370706 59.95854663152178, 29.64374417636069 59.96730960638498, 29.66122308546596 59.96695814655244, 29.66051996050796 59.9581952950846, 29.643045656370706 59.95854663152178))"
1789,1789,"POLYGON ((29.64374417636069 59.96730960638498, 29.644443127217116 59.97607256459427, 29.66192664412037 59.975720981301286, 29.66122308546596 59.96695814655244, 29.64374417636069 59.96730960638498))"
1790,1790,"POLYGON ((29.644443127217116 59.97607256459427, 29.64514250931387 59.98483550614742, 29.66263063684752 59.9844837993289, 29.66192664412037 59.975720981301286, 29.644443127217116 59.97607256459427))"
1791,1791,"POLYGON ((29.64514250931387 59.98483550614742, 29.645842323025274 59.9935984310421, 29.66333506402417 59.99324660063284, 29.66263063684752 59.9844837993289, 29.64514250931387 59.98483550614742))"
1792,1792,"POLYGON ((29.645842323025274 59.9935984310421, 29.646542568726087 60.00236133927616, 29.664039926027545 60.00200938521091, 29.66333506402417 59.99324660063284, 29.645842323025274 59.9935984310421))"
1793,1793,"POLYGON ((29.646542568726087 60.00236133927616, 29.64724324679151 60.01112423084733, 29.664745223235272 60.010772153060756, 29.664039926027545 60.00200938521091, 29.646542568726087 60.00236133927616))"
1794,1794,"POLYGON ((29.64724324679151 60.01112423084733, 29.647944357597186 60.01988710575327, 29.665450956025463 60.01953490418006, 29.664745223235272 60.010772153060756, 29.64724324679151 60.01112423084733))"
1795,1795,"POLYGON ((29.647944357597186 60.01988710575327, 29.648645901519178 60.028649963991796, 29.66615712477664 60.02829763856652, 29.665450956025463 60.01953490418006, 29.647944357597186 60.01988710575327))"
1796,1796,"POLYGON ((29.648645901519178 60.028649963991796, 29.649347878934016 60.03741280556061, 29.666863729867785 60.03706035621782, 29.66615712477664 60.02829763856652, 29.648645901519178 60.028649963991796))"
1797,1797,"POLYGON ((29.649347878934016 60.03741280556061, 29.650050290218644 60.046175630457434, 29.66757077167831 60.04582305713158, 29.666863729867785 60.03706035621782, 29.649347878934016 60.03741280556061))"
1798,1798,"POLYGON ((29.650050290218644 60.046175630457434, 29.650753135750463 60.05493843868004, 29.668278250588077 60.05458574130551, 29.66757077167831 60.04582305713158, 29.650050290218644 60.046175630457434))"
1799,1799,"POLYGON ((29.650753135750463 60.05493843868004, 29.651456415907315 60.06370123022609, 29.668986166977394 60.06334840873724, 29.668278250588077 60.05458574130551, 29.650753135750463 60.05493843868004))"
1800,1800,"POLYGON ((29.651456415907315 60.06370123022609, 29.65216013106747 60.07246400509333, 29.669694521227015 60.072111059424486, 29.668986166977394 60.06334840873724, 29.651456415907315 60.06370123022609))"
1801,1801,"POLYGON ((29.65216013106747 60.07246400509333, 29.652864281609666 60.08122676327949, 29.670403313718136 60.08087369336486, 29.669694521227015 60.072111059424486, 29.65216013106747 60.07246400509333))"
1802,1802,"POLYGON ((29.652864281609666 60.08122676327949, 29.653568867913055 60.08998950478223, 29.6711125448324 60.089636310556, 29.670403313718136 60.08087369336486, 29.652864281609666 60.08122676327949))"
1803,1803,"POLYGON ((29.653568867913055 60.08998950478223, 29.65427389035726 60.098752229599285, 29.6718222149519 60.09839891099559, 29.6711125448324 60.089636310556, 29.653568867913055 60.08998950478223))"
1804,1804,"POLYGON ((29.65427389035726 60.098752229599285, 29.654979349322332 60.10751493772835, 29.67253232445917 60.10716149468124, 29.6718222149519 60.09839891099559, 29.65427389035726 60.098752229599285))"
